Added,Title,Title Short,Series,Book Numbers,Blurb,Authors,Narrators,Tags,Categories,Parent Category,Child Category,Length,Progress,Release Date,Publishers,My Rating,Rating,Ratings,Favorite,Format,Language,Whispersync,From Plus Catalog,Unavailable,Archived,Downloaded,Store Page Changed,Store Page Missing,ASIN,ISBN10,ISBN13,Summary,People Also Bought,Store Page Url,Sample,Web Player,Cover,Search In Goodreads,Subtitle,Podcast Parent,Collection Ids
569,The Primal Hunter: A LitRPG Adventure,The Primal Hunter,The Primal Hunter (book 1),1,"It was a day like any other when suddenly the world changed. The universe reached a threshold humanity didn’t even know existed, and it was time to finally be integrated into the vast multiverse. A place where power is the only thing anyone can truly rely on....",Zogarth,Travis Baldree,"Action & Adventure, Epic, Science Fiction",Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,"20h 9m ",Finished,2022-03-08,Aethon Audio,,4.7,7,,Unabridged Audiobook,English,available,,,,,,,B09MWP9M3Q,,,"<p><b>On just another average day, Jake finds himself in a forest filled with monsters, dangers, and opportunity....</b></p> <p>It was a day like any other when suddenly the world changed. The universe reached a threshold humanity didn’t even know existed, and it was time to finally be integrated into the vast multiverse. A place where power is the only thing anyone can truly rely on.</p> <p>Jake, a seemingly average office worker, finds himself thrust into this new world. Into a tutorial filled with dangers and opportunities.</p> <p>His new reality should breed fear and concern. His fellow coworkers falter at every turn. Jake, however, finds himself thriving.</p> <p>Perhaps... This is the world Jake was meant to be born in.</p> <p><b>Don't miss the start of this hit LitRPG fantasy series with millions of views on Royal Road. Grab your copy of</b><b><i> Primal Hunter </i></b><b>today on Kindle, Kindle Unlimited, or Audible (narrated by Travis Baldree).</b></p> <p><b>About the Series: </b>Experience an apocalypse LitRPG with levels, classes, professions, skills, dungeons, loot, and all of the great traits of progression fantasy and LitRPG that you've come to expect. Follow Jake as he explores this new vast multiverse filled with challenges and opportunities. As he grows in power and slowly transforms from a bored office worker to a true apex hunter.</p>","The Mayor of Noobtown, The Land: Founding: A LitRPG Saga, Black Sand Baron, The Wandering Inn, The Dungeon Anarchist's Cookbook, Ritualist, Expanse, The Legend of Randidly Ghosthound, Mark of the Fool 2, System Change: A LitRPG Adventure, Frostburn, Mage Stones: Part 1, The Path of Ascension, Life Reset: A LitRPG Novel, Something, Paladin of the Sword, Oh, Great! I Discovered How to Cultivate a Farmer in 52 Easy Steps, Road to Mastery",https://audible.co.uk/pd/B09MWP9M3Q?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/acx0/288929/bk_acx0_288929_sample.mp3,https://www.audible.com/webplayer?asin=B09MWP9M3Q,https://m.media-amazon.com/images/I/51QqrkspisL._SL500_.jpg,https://www.goodreads.com/search?q=Zogarth%20-%20The%20Primal%20Hunter,A LitRPG Adventure,,
568,Dungeon Crawler Carl: A LitRPG/Gamelit Adventure,Dungeon Crawler Carl,Dungeon Crawler Carl (book 1),1,A man. His ex-girlfriend's cat. A sadistic game show unlike anything in the universe: a dungeon crawl where survival depends on killing your prey in the most entertaining way possible....,Matt Dinniman,Jeff Hays,"Movie, TV & Video Game Tie-Ins, Suspense, Fantasy",Literature & Fiction > Genre Fiction,Literature & Fiction,Genre Fiction,"13h 31m ",Finished,2021-01-28,Soundbooth Theater,5,4.8,1,,Unabridged Audiobook,English,available,,,,,,,B08V87F4GS,,,"<p><b>The apocalypse will be televised!</b></p> <p>A man. His ex-girlfriend's cat. A sadistic game show unlike anything in the universe: a dungeon crawl where survival depends on killing your prey in the most entertaining way possible.&nbsp;</p> <p>In a flash, every human-erected construction on Earth - from Buckingham Palace to the tiniest of sheds - collapses in a heap, sinking into the ground.</p> <p>The buildings and all the people inside have all been atomized and transformed into the dungeon: an 18-level labyrinth filled with traps, monsters, and loot. A dungeon so enormous, it circles the entire globe.</p> <p>Only a few dare venture inside. But once you're in, you can't get out. And what's worse, each level has a time limit. You have but days to find a staircase to the next level down, or it's game over. In this game, it's not about your strength or your dexterity. It's about your followers, your views. Your clout. It's about building an audience and killing those goblins with style.&nbsp;</p> <p>You can't just survive here. You gotta survive big.</p> <p>You gotta fight with vigor, with excitement. You gotta make them stand up and cheer. And if you do have that ""it"" factor, you may just find yourself with a following. That's the only way to truly survive in this game - with the help of the loot boxes dropped upon you by the generous benefactors watching from across the galaxy.</p> <p>They call it <i>Dungeon Crawler World</i>. But for Carl, it's anything but a game.</p>","The Dungeon Anarchist's Cookbook, Expanse, Starter Villain, The Land: Founding: A LitRPG Saga, The Mayor of Noobtown, The Legend of Randidly Ghosthound, Hitchhiker's Guide to the Galaxy, Dominion of Blades, Limitless Lands, Mark of the Fool 2, Induction, Beware of Chicken 3: A Xianxia Cultivation Novel, The Archemi Online Chronicles Boxset: Books 1, 2 & 3, 100th Run, Book One, Kaiju: Battlefield Surgeon, Ready Player One, Oh, Great! I Discovered How to Cultivate a Farmer in 52 Easy Steps, Never Split the Party",https://audible.co.uk/pd/B08V87F4GS?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/acx0/234484/bk_acx0_234484_sample.mp3,https://www.audible.com/webplayer?asin=B08V87F4GS,https://m.media-amazon.com/images/I/61btUQlx8HL._SL500_.jpg,https://www.goodreads.com/search?q=Matt%20Dinniman%20-%20Dungeon%20Crawler%20Carl,A LitRPG/Gamelit Adventure,,
567,"The Bullet That Missed: Thursday Murder Club, Book 3",The Bullet That Missed,The Thursday Murder Club (book 3),3,"It is an ordinary Thursday, and things should finally be returning to normal. Except trouble is never far away where the Thursday Murder Club are concerned. A local news legend is on the hunt for a sensational headline, and soon the gang are hot on the trail of two murders....",Richard Osman,Fiona Shaw,"Amateur Sleuths, Women Sleuths, Crime Thrillers","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"11h 17m ",38m left,2022-09-15,Penguin Audio,,4.7,7,,Unabridged Audiobook,English,available,,,,,,,B09G6Y3K4H,,,"<p><b>Brought to you by Penguin.</b></p> <p><b>This audiobook in The Thursday Murder Club series is read by a new narrator, Fiona Shaw.</b></p> <p><b>A new mystery is afoot in the third book in the Thursday Murder Club series from record-breaking, bestselling author Richard Osman.</b></p> <p><b>This audiobook includes an exclusive interview between Richard Osman and journalist and TV presenter Steph McGovern.</b></p> <p>It is an ordinary Thursday, and things should finally be returning to normal.</p> <p>Except trouble is never far away where the Thursday Murder Club are concerned. A local news legend is on the hunt for a sensational headline, and soon the gang are hot on the trail of two murders, ten years apart.</p> <p>To make matters worse, a new nemesis pays Elizabeth a visit, presenting her with a deadly mission: kill or be killed...</p> <p>While Elizabeth grapples with her conscience (and a gun), the gang and their unlikely new friends (including TV stars, money launderers and ex-KGB colonels) unravel a new mystery. But can they catch the culprit and save Elizabeth before the murderer strikes again?</p>","The Marlow Murder Club, The Satsuma Complex, The Trial, Unruly, None of This Is True, The Word Is Murder, Grown Ups, Killing Floor, A Spoonful of Murder, Still Life, The Twat Files, The Cornish Wedding Murder, The Family Upstairs, Oh Miriam!, Mr Mercedes, The Zig Zag Girl, The Outsider, The Murderer's Son",https://audible.co.uk/pd/B09G6Y3K4H?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/pauk/003296/bk_pauk_003296_sample.mp3,https://www.audible.com/webplayer?asin=B09G6Y3K4H,https://m.media-amazon.com/images/I/418y-tYzWrL._SL500_.jpg,https://www.goodreads.com/search?q=Richard%20Osman%20-%20The%20Bullet%20That%20Missed,"Thursday Murder Club, Book 3",,
566,"Dreadgod: Cradle, Book 11",Dreadgod,Cradle (book 11),11,"The battle in the heavens has left a target on Lindon’s back. His most reliable ally is gone, the Monarchs see him as a threat, and he has inherited one of the most valuable facilities in the world. At any moment, his enemies could band together to kill him....",Will Wight,Travis Baldree,Epic,Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,"12h 28m ",Finished,2022-07-05,Audible Studios,,4.9,4,,Unabridged Audiobook,English,available,,,,,,,B0B3JXSWJQ,,,"<p>The battle in the heavens has left a target on Lindon’s back.</p> <p>His most reliable ally is gone, the Monarchs see him as a threat, and he has inherited one of the most valuable facilities in the world. At any moment, his enemies could band together to kill him.</p> <p>If it weren’t for the Dreadgods.</p> <p>All four are empowered and unleashed, rampaging through Cradle, and grudges old and new must be set aside. The Monarchs need every capable fighter to help them defend their territory.</p> <p>And Lindon needs time.</p> <p>While he fights, he sends his friends off to train. They’ll need to advance impossibly fast if they want to join him in battle against the kings and queens of Cradle.</p> <p>Together, they will need power enough to rival a Dreadgod.</p>","Of Darkness and Dawn, Mark of the Fool 2, The Dungeon Anarchist's Cookbook, Iron Prince, The Grand Game, Book 1, Expanse, The Path of Ascension, System Change: A LitRPG Adventure, Ritualist, Mother of Learning Arc 2, Mage Errant: Publisher's Pack, Shade's First Rule: A Fantasy LitRPG Adventure, The Menocht Loop, Monsters and Legends, Power, Curious Beginnings, Mark of the Founder: A litRPG Saga, Convergence",https://audible.co.uk/pd/B0B3JXSWJQ?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/adbl/053925/bk_adbl_053925_sample.mp3,https://www.audible.com/webplayer?asin=B0B3JXSWJQ,https://m.media-amazon.com/images/I/51Q-p1d8yeL._SL500_.jpg,https://www.goodreads.com/search?q=Will%20Wight%20-%20Dreadgod,"Cradle, Book 11",,
565,"He Who Fights with Monsters 7: A LitRPG Adventure (He Who Fights with Monsters, Book 7)",He Who Fights with Monsters 7,He Who Fights with Monsters (book 7),7,"Jason faces relentless challenges in a troubled kingdom, battling monsters, inter-dimensional invasion, enemies, and unexpected pressures.","Shirtaloon, Travis Deverell",Heath Miller,"Action & Adventure, Fantasy",Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,"18h 39m ",Finished,2022-09-13,Podium Audio,5,4.9,1,,Unabridged Audiobook,English,available,,,,,,,B0B5HW1TM1,,,"<p><b>Jason arrives at a kingdom in peril and he's surprised to discover that it's not his job to save it.</b></p> <p>With the authorities fulfilling their responsibilities (for once), he looks forward to some quiet time to rest and recuperate.</p> <p>The locals might not find ceaseless monster onslaughts and an interdimensional invasion relaxing, but Jason has had a rough few years. He's doing his best to let go of his anger.</p> <p>While his team is caught up in duty, Jason has no shortage of people looking to interfere with his rest. Enemies—old and new—are circling, and even would-be allies are trouble. A princess finds him inconveniently alive, an ancient king arrives at his barbecue, and the local Church of Fertility are uncomfortably enthusiastic about including him in their practices. As his friends strive to reach him from the far side of the world, they are all frustrated by obstacles.</p> <p>Jason is finally back in the world he longed for, but he is not the same man he was when he left. As the pressure on him mounts, allies and enemies alike will find that out the hard way.</p>","The Dungeon Anarchist's Cookbook, Ritualist, Expanse, The Land: Founding: A LitRPG Saga, Life Reset: A LitRPG Novel, The Path of Ascension, Mark of the Fool 2, Omnimage, Rise of the Weakest Summoner: Volumes I-III Omnibus, Discovering Power, Black Sand Baron, Paladin of the Sword, System Change: A LitRPG Adventure, The Wandering Inn, Mark of the Founder: A litRPG Saga, Player Reached the Top, Iron Prince, The Way of Kings",https://audible.co.uk/pd/B0B5HW1TM1?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/podm/003855/bk_podm_003855_sample.mp3,https://www.audible.com/webplayer?asin=B0B5HW1TM1,https://m.media-amazon.com/images/I/517RzWHDDDL._SL500_.jpg,https://www.goodreads.com/search?q=Shirtaloon%20-%20He%20Who%20Fights%20with%20Monsters%207,"A LitRPG Adventure (He Who Fights with Monsters, Book 7)",,
564,Mars System Reboot,Mars System Reboot,,,"Late 21st-century Earth is overcrowded, her natural resources dwindling rapidly. World governments and greedy mega corporations are forced to work together toward a solution. A crew of ten humans are sent to Mars to locate a suitable site and establish the first colony....",Dave Willmarth,"Daniel Wisniewski, Rebecca Woods","Adventure, First Contact",Science Fiction & Fantasy > Science Fiction,Science Fiction & Fantasy,Science Fiction,"15h 33m ",Finished,2022-08-10,Mountaindale Press,4,4.7,3,,Unabridged Audiobook,English,available,,,,,,,B0B984LNH4,,,"<p>Late 21st-century Earth is overcrowded, her natural resources dwindling rapidly. World governments and greedy mega corporations are forced to work together toward a solution.<br> <br> A crew of ten humans are sent to Mars aboard <i>Hyperion I</i> to locate a suitable site and establish the first colony. After a months-long flight to the red planet, just as they are about to descend to the surface, problems arise. A careless accident kills a crew member, damages the ship, forcing the others to launch early. And that's just the beginning of their troubles.<br> <br> On day one they learn that magic is real, and that the planet, in fact the entire galaxy, is governed by a complicated and merciless System. Their assimilation into the System makes them enemies of the paranoid powers that be on Earth, and they find themselves cut off. No communications with family, no resupply, they're on their own on a mostly dead world. <br> <br> And nearly every form of life they do encounter is out to kill them.<br> <br> Join Commander Fletcher and her crew as they struggle to survive a new world with new but familiar rules.</p>","Portal to Nova Roma, Mark of the Fool 2, Legend, Gateway to the Universe: In Bad Company, The Land of the Undying, Silvers, Fleabag: A Monster Evolution LitRPG, Antimage, The New World, System Change: A LitRPG Adventure, Eight, Sylver Seeker, Apocalypse Tamer: A LitRPG Adventure, A Summoner Awakens: Origins: (A Deck Building LitRPG), Into Twilight, The First Law of Cultivation, The Fortifier, Domestication",https://audible.co.uk/pd/B0B984LNH4?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/acx0/319941/bk_acx0_319941_sample.mp3,https://www.audible.com/webplayer?asin=B0B984LNH4,https://m.media-amazon.com/images/I/51RXZ8R5J6L._SL500_.jpg,https://www.goodreads.com/search?q=Dave%20Willmarth%20-%20Mars%20System%20Reboot,,,
563,"The Vicarage Murder: Monica Noble Detective, Book 1",The Vicarage Murder,Monica Noble Detective Series (book 1),1,"Monica Noble is throwing a party to welcome the village’s new residents. As the drinks are flowing, a shotgun blast rings out. One of the guests is found dead. On the scene, DCI Dury and Sergeant Jim Greer discover that the victim had many enemies. Almost all the guests harbor motives....",Faith Martin,Claire Storey,"Mystery, Thriller & Suspense, Women Sleuths","Mystery, Thriller & Suspense > Mystery","Mystery, Thriller & Suspense",Mystery,"7h 54m ",&lt;1 min,2022-09-01,OrangeSky Audio,,4.2,2,,Unabridged Audiobook,English,available,,,,,,,B0BCSJ8RW8,,,"<p><b>Meet Monica Noble: the vicar’s wife with a taste for solving crimes.</b></p> <p><b>Please note this book was first published as</b><b><i> An Unholy Mess </i></b><b>under Faith Martin’s pen name Joyce Cato.</b></p> <p>In a quiet Cotswold village, all hell is about to break loose.</p> <p>Monica Noble is throwing a party to welcome the village’s new residents. The guests include Margaret and her cheating husband Sean. Also on the list are a celebrity chef, an Oxford university professor, a 40-something divorcee, and the owner of a chain of gyms.</p> <p>Then as the drinks are flowing, a shotgun blast rings out. One of the guests is found dead.</p> <p>DCI Dury and Sergeant Jim Greer are soon on the scene and discover that the victim had many enemies. Almost all the guests harbor secrets and motives for murder. Even Monica’s daughter comes under suspicion.</p> <p>When another villager is strangled to death nearly a week later, the stakes are raised.</p> <p>Can Monica help the local detectives save her daughter and solve the murders before anyone else pays the ultimate price?</p> <p><b>This is the first of a series of enjoyable murder mysteries with great characters and baffling crimes which will keep you gripped till the final minute.</b></p> <p><b>Perfect for fans of classic whodunits by authors like Agatha Christie, LJ Ross, TE Kinsey, and J.R. Ellis.</b></p>","The Flower Show Murder, Death by Candlelight, A Fatal End, A Fatal Obsession, The Birthday Mystery, Mystery on Hidden Lane: An Utterly Gripping Cozy Mystery Novel, An English Garden Murder, The Bookshop Murder, The Kensington Kidnap, A Date to Die For, The Murders at Foxglove Close, Death at the Gates, A Body in the Village Hall: An Utterly Gripping Cozy Murder Mystery, Murder in Merrywell, The Museum Murder, Death on the River, Murder at the Seaview Hotel, The Landscape of Death",https://audible.co.uk/pd/B0BCSJ8RW8?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/comm/008506/bk_comm_008506_sample.mp3,https://www.audible.com/webplayer?asin=B0BCSJ8RW8,https://m.media-amazon.com/images/I/51zKuhMip3L._SL500_.jpg,https://www.goodreads.com/search?q=Faith%20Martin%20-%20The%20Vicarage%20Murder,"Monica Noble Detective, Book 1",,
562,"The Hedge Wizard: A LitRPG / Progression Fantasy Adventure (The Hedge Wizard, Book 1)",The Hedge Wizard,The Hedge Wizard (book 1),1,"Apprenticed to a wandering wizard, Hump grew up on the road, following the coin on whatever quest it took them. He always believed his master was just an ordinary hedge wizard, until the old man suddenly died, and his book of spells bound to Hump’s soul....",Alex Maher,Tim Gerard Reynolds,"Action & Adventure, Epic, Sword & Sorcery",Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,"14h 21m ",5m left,2022-06-21,Podium Audio,,4.5,1,,Unabridged Audiobook,English,available,,,,,,,B09ZVJFXCZ,,,"<p><b>Legends speak of wizards with the power to rival Gods....</b></p> <p>To Hump, it’s just a story. Apprenticed to a wandering wizard, he grew up on the road, following the coin on whatever quest it took them. He always believed his master was just an ordinary hedge wizard, until the old man suddenly died, and his book of spells bound to Hump’s soul.&nbsp;</p> <p>Knowing no other life, Hump takes up his master’s staff and heads out alone into a world of dungeons and monsters. Scorned by the gods, wizards can trust only their own wit and skill to survive.</p> <p>Lacking the godly gifts and grand ideals of the Chosen few, Hump fights for something else. If he wants to eat, he needs to work. And with a new Dungeon opening in Bledsbury, where better for a young hedge wizard to earn some coin?</p> <p>So begins the path of The Wanderer. The White Flame. The Hedge Wizard.</p> <p><b>Experience the start of a Progression Fantasy LitRPG Series about a working-class wizard out to forge his own path and prove that one does not have to be Chosen to do great deeds.</b></p> <p><b>About the Series: </b>Multiple magic systems, spells stolen from the gods, and an undefined path of progression, <i>The Hedge Wizard</i> brings a realism-focused spin to GameLit/LitRPG. Explore a world of long forgotten legends, where the Gods now reign and monsters roam.</p>","Wizard in Exile, The Path of Ascension, Mark of the Fool 2, Antimage, Sylver Seeker, Loremaster, Apocalypse Redux, Book One, The Fusionist, Road to Mastery, System Change: A LitRPG Adventure, Silvers, Ritualist, Paranoid Mage, Blessed Time: The Complete Series, Ember Mage, Mark of the Founder: A litRPG Saga, Eldritch Knight, A Dream of Wings & Flame",https://audible.co.uk/pd/B09ZVJFXCZ?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/podm/003713/bk_podm_003713_sample.mp3,https://www.audible.com/webplayer?asin=B09ZVJFXCZ,https://m.media-amazon.com/images/I/51qS1SQzInL._SL500_.jpg,https://www.goodreads.com/search?q=Alex%20Maher%20-%20The%20Hedge%20Wizard,"A LitRPG / Progression Fantasy Adventure (The Hedge Wizard, Book 1)",,
561,"Flat Out: The System Apocalypse: Australia, Book 2",Flat Out,The System Apocalypse: Australia (book 2),2,"Two weeks into the System Apocalypse, and the transformations are just beginning. Mutated insects, carnivorous toads, and angry drop bears were not on the school curriculum, but when the apocalypse hits, you roll with it....","Tao Wong, K. T. Hanna","Andrea Parsneau, Les Horovitz","Adventure, Post-Apocalyptic",Science Fiction & Fantasy > Science Fiction,Science Fiction & Fantasy,Science Fiction,"12h 35m ",Finished,2022-08-16,Starlit Publishing,,4.5,1,,Unabridged Audiobook,English,available,,,,,,,B0B9T5Q16L,,,"<p><b>Parenting in the apocalypse is the worst.</b><br> <br> Two weeks into the System Apocalypse, and the transformations are just beginning. Mutated insects, carnivorous toads, and angry drop bears were not on the school curriculum, but when the apocalypse hits, you roll with it. Parenting a teenager has prepared Kira for the worst; she just didn’t expect that to include the end of the world.<br> <br> A menacing conglomerate of alien hunters is breathing down their necks, and new threats lurk just over the hills. Kira and the rest of the Australian survivors of Brisbane must level up, bolster defenses, and prepare for an incoming invasion none of them foresaw.<br> <br> In-between all that, she'll need to keep her family intact and functioning. All in a day's work for a single mom, really.</p> <p><b><i>Flat Out</i></b><b> is the second book in The System Apocalypse: Australia series. Set in the same universe as Tao Wong's the System Apocalypse, it's focusing on the changes in the deadliest of continents: Australia. Fans of the original series, LitRPG, fantasy, science-fiction, and post-apocalyptic novels will want to take a look.</b></p>","The System Apocalypse: Australia Books 1-3, Somnia Online: Books 1-3, The System Apocalypse Short Story Anthology, Volume 1, Rise, Clifftop Crisis and Transformation, The Dungeon Anarchist's Cookbook, Ritualist, Induction, Something, Apocalypse Unleashed, Sacrifice, Broken Interface - Kernel, The Wandering Inn, Expanse, [Psychokinetic] Eyeball Pulling, Portal to Nova Roma, System Change: A LitRPG Adventure, Domestication",https://audible.co.uk/pd/B0B9T5Q16L?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/acx0/320671/bk_acx0_320671_sample.mp3,https://www.audible.com/webplayer?asin=B0B9T5Q16L,https://m.media-amazon.com/images/I/51Rq51dZSjL._SL500_.jpg,https://www.goodreads.com/search?q=Tao%20Wong%20-%20Flat%20Out,"The System Apocalypse: Australia, Book 2",,
560,Warlords of the Circle Sea Box Set: Books 1 to 3: A 4X LitRPG City Building Epic,Warlords of the Circle Sea Box Set: Books 1 to 3,Warlords of the Circle Sea (book 1-3),1-3,"Dragged through a portal to a fantasy land brimming with monsters, Connor has to hit the ground running just to survive. Worse, he has to get settlement-building to defend himself against 99 other lords, all of whom are out for his blood....",Ember Lane,Pavi Proczko,"Anthologies & Short Stories, Epic",Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,"75h 59m ",38h 16m left,2022-02-12,Ian Thompson,,4.8,2,,Unabridged Audiobook,English,,,,,,,,B09SBK5DZS,,,"<p><b>Series complete! Get the first three books here!</b></p> <p>Dragged through a portal to a fantasy land brimming with monsters, Connor has to hit the ground running just to survive. Worse, he has to get settlement-building to defend himself against 99 other lords, all of whom are out for his blood!</p> <p><i>Warlords of the Circle Sea</i> is a LitRPG town-building adventure packed full of monster battles, shady elves, an unhelpful wiki called Borg, and a smoking-hot goddess named Xandaphrey.</p> <p>But Connor is not alone. Others have been dragged from Earth. He must enlist them to help him build an empire, or else he will fail. If he does, only death awaits.&nbsp;</p> <p>Follow Connor as he builds his team, his town, and his new country of Devon. He expected to die when the car smashed into him; now he’s been reincarnated in a new land, plunged butt-naked into a strange 4X game-world with only 30 days to build a strong and defensible kingdom, and with only one advantage - he has his gamer instincts. Will that be enough, or will he need some luck?</p> <p>Finding himself at the bottom of the leaderboard, he’ll need to complete dangerous side quests to catch up if he’s to have any hope of winning the contest. Can Connor and his crew battle their way to victory?&nbsp;</p> <p><i>Warlords of the Circle Sea Box Set</i> includes books one through three. That’s <i>Dragon’s Mist</i>, <i>Dragon’s Born</i>, and <i>Dragon’s Realm</i> and a huge listen. Pick up <i>Dragon’s Knight </i>and <i>Dragon’s End</i>, and you’ve got the whole story!&nbsp;</p> <p>If you like empire-building, action-packed sequences, detailed progression stats, and fantasy worlds, then you’ll love Ember Lane’s merciless countdown. Buy <i>Warlords of the Circle Sea Box Set</i> to plug in and conquer today!&nbsp;</p> <p>Warlords of the Circle Sea is a LitRPG adventure fantasy packed full of monster hunting and town building. Plenty of cussing. No harem. Yeah, big weapons and stats abound!</p>","Dragon's Born: A 4X Strategy LitRPG Series, 4X Four Hex: A LitRPG Strategy Series, The Legacy Builder: The Chronicles of Lincoln Hart, Rise to Omniscience Books 1-5: Pinnacle Kings Arc, Overtaken Online Books 1-4, Summoned!, Sky Realms Online: The Complete Series, Road to Mastery, Ranger's Magic 1, Mark of the Fool 2, Sylver Seeker, Life in Exile Books 1-3, Domestication, Forge Master, The Archemi Online Chronicles Boxset: Books 1, 2 & 3, Rising Insanity, Immortal Swordslinger, System Change: A LitRPG Adventure",https://audible.co.uk/pd/B09SBK5DZS?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/acx0/297240/bk_acx0_297240_sample.mp3,https://www.audible.com/webplayer?asin=B09SBK5DZS,https://m.media-amazon.com/images/I/61QqRqgh+GL._SL500_.jpg,https://www.goodreads.com/search?q=Ember%20Lane%20-%20Warlords%20of%20the%20Circle%20Sea%20Box%20Set%3A%20Books%201%20to%203,A 4X LitRPG City Building Epic,,
559,"Dragon's Mist (A 4X Strategy LitRPG Series): Warlords of the Circle Sea, Book 1",Dragon's Mist (A 4X Strategy LitRPG Series),Warlords of the Circle Sea (book 1),1,"What would you do if you woke up in a strange land? What if you had no idea why? Would you fight, or would you curl up into a ball and cry? What if your fate was sealed by a booming announcement that cracked across the vast blue skies....",Ember Lane,Pavi Proczko,"Epic, Science Fiction",Science Fiction & Fantasy > Fantasy,Science Fiction & Fantasy,Fantasy,"20h 11m ",4m left,2020-03-11,Ian Thompson,,4.5,1,,Unabridged Audiobook,English,available,,,,,,,B085RLPJD8,,,"<p><b>Build your kingdom - Destroy your enemies</b><br> </p> <p>What would you do if you woke up in a strange land?</p> <p>What if you had no idea why?</p> <p>Would you fight, or would you curl up into a ball and cry?</p> <p>What if your fate was sealed by a booming announcement that cracked across the vast blue skies?</p> <p>“Greetings, welcome to The Land of The Lessermen. You have arrived in the nick of time. War looms, its dire thunderheads crowding our once glorious sky. This land needs a strong hand such as yours. A hundred must battle for victory, and at the end, there can be only one.”</p> <p><b>You’ve played the games, now listen to the book!</b></p> <p>For Connor O’Grady this nightmare comes true. He wakes in a land and is propelled into an age called Legendary, where he has to fight his way up from nothing, literally nothing, not even a pair of pants.&nbsp;He must learn to survive, to fight, and to enlist the help of others in order to build a civilization capable of winning.</p> <p><b>Because there is no other option.</b></p> <p>This is a LitRPG - Civ building fantasy tale and includes progression stats and settlement stats.</p> <p>For lovers of 4X strategy MMORPG civilization building games who enjoy a tale woven in the lands they spend far too much time in.</p> <p><b>Warning: Contains curse words.</b></p>","Dragon's Born: A 4X Strategy LitRPG Series, The Legacy Builder: The Chronicles of Lincoln Hart, The Wizard of Quintz, 4X Four Hex: A LitRPG Strategy Series, Mark of the Fool 2, Legend of the Arch Magus: Publisher's Pack, Mother of Learning Arc 2, The Dungeon Anarchist's Cookbook, The Legend of Randidly Ghosthound, Expanse, A Summoner Awakens: Origins: (A Deck Building LitRPG), The First Law of Cultivation, Beware of Chicken 3: A Xianxia Cultivation Novel, Ascend Online, Monsters and Legends, Champions of MythRune, Ranger's Magic 1, Battle Master",https://audible.co.uk/pd/B085RLPJD8?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.co.uk/bk/acx0/186334/bk_acx0_186334_sample.mp3,https://www.audible.com/webplayer?asin=B085RLPJD8,https://m.media-amazon.com/images/I/61C1VeyIqQL._SL500_.jpg,https://www.goodreads.com/search?q=Ember%20Lane%20-%20Dragon's%20Mist%20(A%204X%20Strategy%20LitRPG%20Series),"Warlords of the Circle Sea, Book 1",,
